path,subset,damage_type,location,lon,lat
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\68.4265_11.6858.jpg,train_another,notdamage,68.4265_11.6858,68.4265,11.6858
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.2178_20.1359.jpg,train_another,notdamage,87.2178_20.1359,87.2178,20.1359
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.7486_21.7632.jpg,train_another,notdamage,87.7486_21.7632,87.7486,21.7632
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\68.7192_10.3072.jpg,train_another,notdamage,68.7192_10.3072,68.7192,10.3072
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.6265_18.7477.jpg,train_another,notdamage,93.6265_18.7477,93.6265,18.7477
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\73.7832_12.4672.jpg,train_another,notdamage,73.7832_12.4672,73.7832,12.4672
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.1957_27.6232.jpg,train_another,notdamage,71.1957_27.6232,71.1957,27.6232
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\77.575_13.4855.jpg,train_another,notdamage,77.575_13.4855,77.575,13.4855
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.3994_15.5627.jpg,train_another,notdamage,87.3994_15.5627,87.3994,15.5627
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\84.9986_14.4917.jpg,train_another,notdamage,84.9986_14.4917,84.9986,14.4917
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\73.8507_35.5835.jpg,train_another,notdamage,73.8507_35.5835,73.8507,35.5835
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\91.2722_25.7113.jpg,train_another,notdamage,91.2722_25.7113,91.2722,25.7113
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\69.5181_19.5766.jpg,train_another,notdamage,69.5181_19.5766,69.5181,19.5766
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\68.0827_16.4103.jpg,train_another,notdamage,68.0827_16.4103,68.0827,16.4103
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\72.6027_14.6255.jpg,train_another,notdamage,72.6027_14.6255,72.6027,14.6255
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.4916_34.6374.jpg,train_another,notdamage,79.4916_34.6374,79.4916,34.6374
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.7901_17.7954.jpg,train_another,notdamage,87.7901_17.7954,87.7901,17.7954
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\94.4472_17.0267.jpg,train_another,notdamage,94.4472_17.0267,94.4472,17.0267
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\83.0842_27.931.jpg,train_another,notdamage,83.0842_27.931,83.0842,27.931
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\94.4755_36.1213.jpg,train_another,notdamage,94.4755_36.1213,94.4755,36.1213
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\85.6125_32.1529.jpg,train_another,notdamage,85.6125_32.1529,85.6125,32.1529
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.0582_16.0868.jpg,train_another,notdamage,71.0582_16.0868,71.0582,16.0868
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.2434_15.3937.jpg,train_another,notdamage,71.2434_15.3937,71.2434,15.3937
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\77.7146_33.3547.jpg,train_another,notdamage,77.7146_33.3547,77.7146,33.3547
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\84.3562_12.6411.jpg,train_another,notdamage,84.3562_12.6411,84.3562,12.6411
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\83.1788_12.5787.jpg,train_another,notdamage,83.1788_12.5787,83.1788,12.5787
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\91.2565_36.9171.jpg,train_another,notdamage,91.2565_36.9171,91.2565,36.9171
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\77.7901_34.8139.jpg,train_another,notdamage,77.7901_34.8139,77.7901,34.8139
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\78.23_33.5774.jpg,train_another,notdamage,78.23_33.5774,78.23,33.5774
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\68.7606_18.7407.jpg,train_another,notdamage,68.7606_18.7407,68.7606,18.7407
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\96.4719_22.2088.jpg,train_another,notdamage,96.4719_22.2088,96.4719,22.2088
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\85.2902_32.8715.jpg,train_another,notdamage,85.2902_32.8715,85.2902,32.8715
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.7737_26.9737.jpg,train_another,notdamage,87.7737_26.9737,87.7737,26.9737
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\95.6136_29.6507.jpg,train_another,notdamage,95.6136_29.6507,95.6136,29.6507
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\70.8786_35.4849.jpg,train_another,notdamage,70.8786_35.4849,70.8786,35.4849
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\85.1357_18.7454.jpg,train_another,notdamage,85.1357_18.7454,85.1357,18.7454
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.2359_36.4777.jpg,train_another,notdamage,79.2359_36.4777,79.2359,36.4777
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.0006_9.2908.jpg,train_another,notdamage,87.0006_9.2908,87.0006,9.2908
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.37_8.8111.jpg,train_another,notdamage,71.37_8.8111,71.37,8.8111
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\81.4069_15.5086.jpg,train_another,notdamage,81.4069_15.5086,81.4069,15.5086
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\96.845_15.8907.jpg,train_another,notdamage,96.845_15.8907,96.845,15.8907
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\83.3748_17.5931.jpg,train_another,notdamage,83.3748_17.5931,83.3748,17.5931
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\73.7257_36.5268.jpg,train_another,notdamage,73.7257_36.5268,73.7257,36.5268
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.2934_16.7127.jpg,train_another,notdamage,93.2934_16.7127,93.2934,16.7127
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\68.6231_29.6812.jpg,train_another,notdamage,68.6231_29.6812,68.6231,29.6812
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.3465_28.7577.jpg,train_another,notdamage,71.3465_28.7577,71.3465,28.7577
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.8276_30.0355.jpg,train_another,notdamage,71.8276_30.0355,71.8276,30.0355
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\83.7317_19.403.jpg,train_another,notdamage,83.7317_19.403,83.7317,19.403
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\95.0397_34.3957.jpg,train_another,notdamage,95.0397_34.3957,95.0397,34.3957
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\68.1574_14.4938.jpg,train_another,notdamage,68.1574_14.4938,68.1574,14.4938
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\84.4854_23.5222.jpg,train_another,notdamage,84.4854_23.5222,84.4854,23.5222
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\83.8178_21.198.jpg,train_another,notdamage,83.8178_21.198,83.8178,21.198
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\70.4303_19.8646.jpg,train_another,notdamage,70.4303_19.8646,70.4303,19.8646
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\92.9088_11.9925.jpg,train_another,notdamage,92.9088_11.9925,92.9088,11.9925
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\77.9459_32.4476.jpg,train_another,notdamage,77.9459_32.4476,77.9459,32.4476
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.0743_31.8498.jpg,train_another,notdamage,79.0743_31.8498,79.0743,31.8498
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\78.8352_11.6304.jpg,train_another,notdamage,78.8352_11.6304,78.8352,11.6304
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.0714_13.644.jpg,train_another,notdamage,87.0714_13.644,87.0714,13.644
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\96.0535_19.3269.jpg,train_another,notdamage,96.0535_19.3269,96.0535,19.3269
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\68.513_13.004.jpg,train_another,notdamage,68.513_13.004,68.513,13.004
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.8035_21.0468.jpg,train_another,notdamage,93.8035_21.0468,93.8035,21.0468
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\89.7437_21.3132.jpg,train_another,notdamage,89.7437_21.3132,89.7437,21.3132
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\79.2954_33.583.jpg,train_another,notdamage,79.2954_33.583,79.2954,33.583
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\93.5381_17.8895.jpg,train_another,notdamage,93.5381_17.8895,93.5381,17.8895
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\75.3514_30.1178.jpg,train_another,notdamage,75.3514_30.1178,75.3514,30.1178
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\76.6441_14.149.jpg,train_another,notdamage,76.6441_14.149,76.6441,14.149
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\95.5526_22.5796.jpg,train_another,notdamage,95.5526_22.5796,95.5526,22.5796
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\73.6903_27.0654.jpg,train_another,notdamage,73.6903_27.0654,73.6903,27.0654
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\80.1408_9.2078.jpg,train_another,notdamage,80.1408_9.2078,80.1408,9.2078
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\78.2584_31.2635.jpg,train_another,notdamage,78.2584_31.2635,78.2584,31.2635
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\85.2163_34.461.jpg,train_another,notdamage,85.2163_34.461,85.2163,34.461
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\76.2074_16.7317.jpg,train_another,notdamage,76.2074_16.7317,76.2074,16.7317
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\90.9535_21.4223.jpg,train_another,notdamage,90.9535_21.4223,90.9535,21.4223
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\91.2016_24.4815.jpg,train_another,notdamage,91.2016_24.4815,91.2016,24.4815
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\85.5017_28.9931.jpg,train_another,notdamage,85.5017_28.9931,85.5017,28.9931
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\71.7922_30.0554.jpg,train_another,notdamage,71.7922_30.0554,71.7922,30.0554
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\82.4357_34.2605.jpg,train_another,notdamage,82.4357_34.2605,82.4357,34.2605
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\72.6232_27.8352.jpg,train_another,notdamage,72.6232_27.8352,72.6232,27.8352
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\86.3446_25.5546.jpg,train_another,notdamage,86.3446_25.5546,86.3446,25.5546
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\82.6503_19.5041.jpg,train_another,notdamage,82.6503_19.5041,82.6503,19.5041
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\train_another\notdamage\87.7904_35.7931.jpg,train_another,notdamage,87.7904_35.7931,87.7904,35.7931
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\74.9972_36.0373.jpg,validation_another,damage,74.9972_36.0373,74.9972,36.0373
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\79.3181_8.0452.jpg,validation_another,damage,79.3181_8.0452,79.3181,8.0452
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\88.4541_23.6521.jpg,validation_another,damage,88.4541_23.6521,88.4541,23.6521
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\93.0717_36.4223.jpg,validation_another,damage,93.0717_36.4223,93.0717,36.4223
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\83.3417_31.3386.jpg,validation_another,damage,83.3417_31.3386,83.3417,31.3386
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\69.9448_22.8083.jpg,validation_another,damage,69.9448_22.8083,69.9448,22.8083
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\80.7225_21.1672.jpg,validation_another,damage,80.7225_21.1672,80.7225,21.1672
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\77.8343_25.7651.jpg,validation_another,damage,77.8343_25.7651,77.8343,25.7651
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\93.355_20.8341.jpg,validation_another,damage,93.355_20.8341,93.355,20.8341
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\70.6235_29.4308.jpg,validation_another,damage,70.6235_29.4308,70.6235,29.4308
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.5887_21.3221.jpg,validation_another,damage,81.5887_21.3221,81.5887,21.3221
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\84.7388_32.3413.jpg,validation_another,damage,84.7388_32.3413,84.7388,32.3413
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\87.0423_14.2112.jpg,validation_another,damage,87.0423_14.2112,87.0423,14.2112
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\74.6838_21.2618.jpg,validation_another,damage,74.6838_21.2618,74.6838,21.2618
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\72.2334_31.4972.jpg,validation_another,damage,72.2334_31.4972,72.2334,31.4972
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\93.8189_18.9752.jpg,validation_another,damage,93.8189_18.9752,93.8189,18.9752
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\84.9091_18.3623.jpg,validation_another,damage,84.9091_18.3623,84.9091,18.3623
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.7942_27.2654.jpg,validation_another,damage,81.7942_27.2654,81.7942,27.2654
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\73.7734_10.9337.jpg,validation_another,damage,73.7734_10.9337,73.7734,10.9337
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.9746_11.4862.jpg,validation_another,damage,81.9746_11.4862,81.9746,11.4862
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\69.9923_8.1302.jpg,validation_another,damage,69.9923_8.1302,69.9923,8.1302
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\84.0879_35.6762.jpg,validation_another,damage,84.0879_35.6762,84.0879,35.6762
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\71.4112_29.0271.jpg,validation_another,damage,71.4112_29.0271,71.4112,29.0271
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\72.5574_13.1893.jpg,validation_another,damage,72.5574_13.1893,72.5574,13.1893
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.8244_13.9579.jpg,validation_another,damage,81.8244_13.9579,81.8244,13.9579
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\85.2128_27.5024.jpg,validation_another,damage,85.2128_27.5024,85.2128,27.5024
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.6318_13.3634.jpg,validation_another,damage,81.6318_13.3634,81.6318,13.3634
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\75.9229_18.6255.jpg,validation_another,damage,75.9229_18.6255,75.9229,18.6255
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\70.5924_13.6875.jpg,validation_another,damage,70.5924_13.6875,70.5924,13.6875
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\85.4171_25.5055.jpg,validation_another,damage,85.4171_25.5055,85.4171,25.5055
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\74.0197_36.2181.jpg,validation_another,damage,74.0197_36.2181,74.0197,36.2181
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\80.2212_33.6031.jpg,validation_another,damage,80.2212_33.6031,80.2212,33.6031
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\93.8104_22.7958.jpg,validation_another,damage,93.8104_22.7958,93.8104,22.7958
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\90.4043_31.6854.jpg,validation_another,damage,90.4043_31.6854,90.4043,31.6854
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\82.8201_31.074.jpg,validation_another,damage,82.8201_31.074,82.8201,31.074
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\71.1939_24.7953.jpg,validation_another,damage,71.1939_24.7953,71.1939,24.7953
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\89.96_27.5935.jpg,validation_another,damage,89.96_27.5935,89.96,27.5935
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\89.2265_16.0768.jpg,validation_another,damage,89.2265_16.0768,89.2265,16.0768
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\69.6575_31.7612.jpg,validation_another,damage,69.6575_31.7612,69.6575,31.7612
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\82.2757_19.6309.jpg,validation_another,damage,82.2757_19.6309,82.2757,19.6309
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\87.0613_13.3117.jpg,validation_another,damage,87.0613_13.3117,87.0613,13.3117
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\95.9403_11.4419.jpg,validation_another,damage,95.9403_11.4419,95.9403,11.4419
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\68.9633_33.0882.jpg,validation_another,damage,68.9633_33.0882,68.9633,33.0882
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\79.657_35.0251.jpg,validation_another,damage,79.657_35.0251,79.657,35.0251
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\79.4883_30.7786.jpg,validation_another,damage,79.4883_30.7786,79.4883,30.7786
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\94.4258_23.4391.jpg,validation_another,damage,94.4258_23.4391,94.4258,23.4391
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\82.0955_17.7255.jpg,validation_another,damage,82.0955_17.7255,82.0955,17.7255
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.5033_14.3316.jpg,validation_another,damage,81.5033_14.3316,81.5033,14.3316
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\77.986_19.4813.jpg,validation_another,damage,77.986_19.4813,77.986,19.4813
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\85.642_16.7261.jpg,validation_another,damage,85.642_16.7261,85.642,16.7261
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\90.346_14.4611.jpg,validation_another,damage,90.346_14.4611,90.346,14.4611
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.7191_12.6443.jpg,validation_another,damage,81.7191_12.6443,81.7191,12.6443
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\83.4216_27.1554.jpg,validation_another,damage,83.4216_27.1554,83.4216,27.1554
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\76.5641_32.9211.jpg,validation_another,damage,76.5641_32.9211,76.5641,32.9211
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\74.8673_36.2212.jpg,validation_another,damage,74.8673_36.2212,74.8673,36.2212
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\70.5213_20.9859.jpg,validation_another,damage,70.5213_20.9859,70.5213,20.9859
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\87.6003_18.0248.jpg,validation_another,damage,87.6003_18.0248,87.6003,18.0248
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\81.4999_8.8265.jpg,validation_another,damage,81.4999_8.8265,81.4999,8.8265
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\93.0511_8.864.jpg,validation_another,damage,93.0511_8.864,93.0511,8.864
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\85.7244_22.8638.jpg,validation_another,damage,85.7244_22.8638,85.7244,22.8638
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\77.6968_29.5342.jpg,validation_another,damage,77.6968_29.5342,77.6968,29.5342
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\96.003_25.4877.jpg,validation_another,damage,96.003_25.4877,96.003,25.4877
D:\codes\Flood-Detection-Using-Deep-Learning-Model-From-Satellite-Images-\FloodDataset\validation_another\damage\95.2535_36.9135.jpg,validation_another,damage,95.2535_36.9135,95.2535,36.9135
